Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1017490.0,4.0,3.0,10.0,2.0,4.0,4.0,6.0,4.0,1.0,30.0,4.0,24.0,16275.0,42.0,1555.5,1.75,387.5,9.56,81.70%,17.40%,0.90%,2.50%,0.00%,0.00%,0.00%,0.50%,2.80%,0.00%,0.00%,94.30%,24.40%,15.40%,0.00%,60.20%,78.60%,0.00%,12.00%,0.00%,3.70%,0.60%,2.80%,0.00%,0.50%,0.00%,1.80%
1020070.0,3.0,3.0,10.0,2.0,1.0,4.0,5.0,4.0,1.0,18.0,4.0,21.0,13875.0,61.0,1547.75,2.9,227.46,11.15,98.90%,1.10%,0.00%,34.10%,7.60%,0.00%,0.00%,0.00%,0.00%,6.50%,0.00%,51.90%,40.70%,51.70%,7.60%,0.00%,44.10%,0.00%,42.20%,0.00%,4.30%,0.00%,0.00%,0.00%,0.00%,7.60%,1.80%
1020210.0,4.0,3.0,17.0,2.0,3.0,3.0,4.0,3.0,2.0,8.0,3.0,9.0,20675.0,26.0,1538.0,2.89,795.19,7.44,100.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,1.50%,0.00%,0.00%,95.50%,5.70%,3.40%,0.00%,90.90%,97.80%,0.70%,0.00%,0.00%,0.00%,0.00%,1.50%,0.00%,0.00%,0.00%,0.00%
1024050.0,4.0,3.0,17.0,2.0,3.0,3.0,6.0,4.0,1.0,10.0,4.0,10.0,15450.0,28.0,1275.5,2.8,551.79,8.26,100.00%,0.00%,0.00%,36.90%,32.00%,0.00%,0.00%,0.00%,0.00%,9.10%,0.00%,22.00%,0.00%,49.20%,32.00%,18.80%,58.90%,0.00%,9.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.00%,0.00%
1024100.0,3.0,1.0,13.0,2.0,4.0,3.0,6.0,4.0,1.0,15.0,2.0,8.0,9150.0,25.0,917.0,3.13,366.0,10.02,100.00%,0.00%,0.00%,39.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.70%,3.30%,68.30%,7.70%,20.80%,63.40%,0.00%,4.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.70%,24.00%
1024120.0,4.0,3.0,10.0,2.0,4.0,3.0,5.0,1.0,2.0,13.0,4.0,19.0,16050.0,50.0,1518.0,2.63,321.0,9.46,100.00%,0.00%,0.00%,18.10%,18.70%,0.00%,0.00%,0.00%,0.00%,27.40%,0.00%,35.80%,8.40%,65.40%,18.70%,7.50%,42.40%,1.90%,28.70%,0.00%,7.50%,0.00%,0.00%,0.90%,0.00%,18.70%,0.00%
1024220.0,4.0,3.0,10.0,2.0,4.0,3.0,4.0,4.0,0.0,11.0,7.0,28.0,19150.0,38.0,1914.0,1.36,503.95,9.99,88.60%,5.10%,6.30%,8.40%,11.00%,9.40%,9.40%,0.00%,0.00%,3.10%,2.30%,56.40%,9.40%,61.60%,11.00%,18.00%,49.10%,2.30%,7.00%,11.70%,3.10%,0.00%,0.00%,0.00%,0.00%,11.00%,15.70%
1024400.0,4.0,3.0,10.0,2.0,4.0,1.0,6.0,2.0,0.0,4.0,4.0,13.0,14625.0,31.0,1395.0,2.38,471.77,9.54,100.00%,0.00%,0.00%,60.90%,19.50%,0.00%,0.00%,0.00%,2.60%,0.00%,0.00%,17.10%,3.40%,70.30%,19.50%,6.80%,71.10%,3.40%,0.00%,0.00%,3.40%,0.00%,2.60%,0.00%,0.00%,19.50%,0.00%
1024630.0,4.0,3.0,17.0,2.0,3.0,4.0,5.0,2.0,1.0,14.0,3.0,12.0,14400.0,21.0,1308.5,1.75,685.71,9.09,91.70%,8.30%,0.00%,35.40%,6.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,58.30%,0.00%,53.80%,6.30%,39.90%,85.80%,2.80%,0.00%,5.20%,0.00%,0.00%,0.00%,0.00%,0.00%,6.30%,0.00%
1025070.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,675.0,4.0,123.5,1.0,168.75,18.3,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,11.10%,0.00%,0.00%,0.00%,88.90%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.20%,0.00%,0.00%,33.30%,0.00%,33.30%,11.10%,0.00%,0.00%
1025140.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,6400.0,8.0,368.0,2.0,800.0,5.75,57.80%,0.00%,42.20%,0.00%,93.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.30%,0.00%,0.00%,93.80%,6.30%,6.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,93.80%,0.00%
1025210.0,2.0,3.0,17.0,2.0,2.0,5.0,5.0,2.0,1.0,4.0,3.0,3.0,7550.0,26.0,434.0,8.67,290.38,5.75,96.00%,0.00%,4.00%,1.30%,97.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.30%,0.00%,1.30%,97.40%,1.30%,2.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,97.40%,0.00%
1027040.0,4.0,3.0,10.0,2.0,3.0,4.0,7.0,4.0,1.0,11.0,3.0,4.0,32000.0,27.0,1864.0,6.75,1185.19,5.83,94.60%,0.70%,4.70%,0.00%,98.40%,0.00%,0.00%,0.00%,0.70%,0.00%,0.00%,0.90%,0.90%,0.70%,98.40%,0.00%,0.50%,0.00%,0.00%,0.00%,0.00%,0.40%,0.70%,0.00%,0.00%,98.40%,0.00%
1027160.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,1600.0,4.0,111.0,1.33,400.0,6.94,100.00%,0.00%,0.00%,18.80%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.30%,6.30%,18.80%,75.00%,0.00%,18.80%,0.00%,0.00%,0.00%,6.30%,0.00%,0.00%,0.00%,0.00%,75.00%,0.00%
1027210.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,5.0,2825.0,5.0,300.0,1.0,565.0,10.62,100.00%,0.00%,0.00%,0.00%,53.10%,31.90%,0.00%,0.00%,0.00%,0.00%,0.00%,15.00%,15.00%,31.90%,53.10%,0.00%,0.00%,0.00%,8.00%,31.90%,7.10%,0.00%,0.00%,0.00%,0.00%,53.10%,0.00%
1027390.0,3.0,3.0,10.0,2.0,3.0,5.0,4.0,3.0,0.0,18.0,3.0,41.0,16730.0,67.0,2156.0,1.63,249.7,12.89,97.30%,0.00%,2.70%,15.50%,0.00%,0.00%,0.00%,2.70%,0.00%,0.00%,0.00%,81.80%,44.40%,34.10%,0.00%,21.50%,41.20%,3.70%,10.50%,26.90%,3.60%,0.00%,0.00%,3.60%,2.70%,0.00%,7.80%
1027480.0,4.0,1.0,4.0,2.0,4.0,4.0,7.0,4.0,0.0,9.0,2.0,3.0,10800.0,25.0,1141.0,8.33,432.0,10.56,100.00%,0.00%,0.00%,88.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.10%,1.90%,98.10%,0.00%,0.00%,98.10%,0.00%,0.00%,0.00%,1.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1027540.0,3.0,3.0,10.0,2.0,2.0,3.0,2.0,4.0,1.0,11.0,2.0,16.0,12425.0,39.0,1322.5,2.44,318.59,10.64,99.40%,0.60%,0.00%,67.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.40%,15.50%,80.50%,0.00%,4.00%,84.50%,0.00%,1.20%,0.00%,13.70%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%
1027580.0,4.0,3.0,10.0,2.0,2.0,4.0,6.0,3.0,1.0,13.0,3.0,13.0,10925.0,27.0,943.0,2.08,404.63,8.63,88.30%,3.40%,8.20%,11.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.90%,0.00%,87.20%,0.00%,34.80%,0.00%,65.20%,91.50%,0.00%,0.90%,7.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1027680.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,6050.0,8.0,381.5,4.0,756.25,6.31,100.00%,0.00%,0.00%,13.20%,86.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.20%,86.80%,0.00%,13.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,86.80%,0.00%
1027720.0,4.0,1.0,10.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,15100.0,24.0,865.0,12.0,629.17,5.73,100.00%,0.00%,0.00%,0.00%,95.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.60%,0.00%,0.00%,95.40%,4.60%,4.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.40%,0.00%
1027750.0,4.0,3.0,10.0,2.0,2.0,1.0,5.0,3.0,1.0,9.0,3.0,13.0,7475.0,15.0,734.5,1.15,498.33,9.83,93.00%,0.00%,7.00%,4.00%,0.00%,0.00%,0.00%,0.00%,8.00%,0.00%,0.00%,88.00%,27.40%,27.10%,0.00%,45.50%,63.90%,6.00%,14.00%,0.00%,1.30%,6.70%,8.00%,0.00%,0.00%,0.00%,0.00%
1027810.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,1050.0,5.0,74.0,2.5,210.0,7.05,100.00%,0.00%,0.00%,28.60%,71.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28.60%,71.40%,0.00%,28.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,71.40%,0.00%
1027840.0,2.0,3.0,5.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,22050.0,23.0,1249.5,23.0,958.7,5.67,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1028020.0,4.0,3.0,16.0,2.0,2.0,4.0,5.0,2.0,0.0,5.0,2.0,3.0,18600.0,23.0,1046.0,7.67,808.7,5.62,95.20%,0.00%,4.80%,0.00%,93.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.50%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1028050.0,3.0,3.0,16.0,2.0,2.0,1.0,5.0,2.0,1.0,8.0,2.0,24.0,12475.0,40.0,1268.5,1.67,311.88,10.17,84.60%,13.00%,2.40%,0.00%,6.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,94.00%,31.10%,3.60%,6.00%,59.30%,68.10%,17.40%,1.20%,4.40%,1.20%,0.00%,0.00%,0.00%,0.00%,6.00%,1.60%
1028110.0,4.0,3.0,10.0,2.0,2.0,4.0,3.0,2.0,0.0,2.0,2.0,6.0,4800.0,24.0,360.5,4.0,200.0,7.51,95.80%,4.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.30%,0.00%,91.70%,4.20%,8.30%,4.20%,83.30%,83.30%,0.00%,8.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.20%,4.20%
1028230.0,4.0,2.0,10.0,2.0,4.0,3.0,4.0,2.0,1.0,10.0,2.0,6.0,10050.0,24.0,899.0,4.0,418.75,8.95,100.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,97.00%,0.00%,0.00%,3.00%,97.00%,26.90%,0.00%,0.00%,70.10%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%
1030040.0,4.0,3.0,10.0,2.0,4.0,0.0,6.0,4.0,2.0,11.0,1.0,1.0,15000.0,23.0,850.0,23.0,652.17,5.67,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1030150.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,3.0,8.0,3325.0,8.0,278.5,1.0,415.63,8.38,100.00%,0.00%,0.00%,33.80%,54.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.00%,6.80%,39.10%,54.10%,0.00%,33.80%,12.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,54.10%,0.00%
1030200.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,13.0,2.0,11.0,10325.0,19.0,674.25,1.73,543.42,6.53,97.80%,2.20%,0.00%,0.00%,2.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,97.10%,4.40%,86.00%,2.90%,6.80%,9.00%,2.20%,1.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.90%,84.00%
1030280.0,4.0,3.0,10.0,2.0,1.0,1.0,6.0,1.0,2.0,6.0,3.0,10.0,15400.0,38.0,990.0,3.8,405.26,6.43,100.00%,0.00%,0.00%,0.00%,87.70%,0.00%,0.00%,1.90%,0.00%,0.00%,0.00%,10.40%,3.40%,5.80%,90.30%,0.50%,5.80%,0.00%,0.80%,0.50%,0.60%,0.00%,0.00%,0.00%,1.90%,90.30%,0.00%
1030300.0,2.0,3.0,16.0,2.0,4.0,1.0,9.0,4.0,1.0,14.0,3.0,6.0,23500.0,28.0,1585.0,4.67,839.29,6.74,92.30%,0.00%,7.70%,0.00%,89.40%,0.00%,0.00%,0.00%,0.00%,0.00%,3.80%,6.80%,8.10%,2.60%,89.40%,0.00%,0.00%,6.40%,1.90%,0.00%,0.00%,1.90%,0.00%,0.40%,0.00%,89.40%,0.00%
1034020.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,900.0,5.0,51.0,5.0,180.0,5.67,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1034130.0,4.0,1.0,17.0,2.0,4.0,4.0,8.0,3.0,0.0,8.0,2.0,3.0,34200.0,24.0,2468.0,8.0,1425.0,7.22,100.00%,0.00%,0.00%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,98.20%,0.00%,1.80%,0.00%,98.20%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1034220.0,3.0,3.0,10.0,2.0,4.0,4.0,4.0,4.0,1.0,11.0,5.0,7.0,9400.0,24.0,1119.5,3.43,391.67,11.91,95.20%,4.80%,0.00%,0.00%,8.00%,4.80%,0.00%,0.00%,67.00%,2.10%,0.00%,18.10%,0.00%,87.80%,12.20%,0.00%,0.00%,10.60%,5.30%,4.80%,0.00%,0.00%,67.00%,0.00%,0.00%,12.20%,0.00%
1034350.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,7.0,3925.0,9.0,306.0,1.29,436.11,7.8,94.90%,5.10%,0.00%,7.60%,11.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,80.90%,1.90%,7.60%,11.50%,79.00%,86.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.90%,0.00%,11.50%,0.00%
1035020.0,4.0,3.0,10.0,2.0,4.0,1.0,3.0,4.0,1.0,9.0,4.0,15.0,9800.0,23.0,941.0,1.53,426.09,9.6,100.00%,0.00%,0.00%,13.80%,0.00%,2.30%,0.00%,0.00%,0.00%,54.10%,0.00%,29.80%,6.10%,73.50%,2.00%,18.40%,36.20%,0.80%,54.10%,6.90%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%
1035100.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,4950.0,7.0,280.5,7.0,707.14,5.67,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1035150.0,3.0,1.0,4.0,2.0,4.0,7.0,9.0,2.0,1.0,37.0,5.0,25.0,19910.0,43.0,2865.5,1.72,463.02,14.39,96.20%,0.80%,3.00%,12.10%,0.00%,1.10%,0.00%,2.30%,0.00%,0.00%,6.80%,77.80%,62.30%,37.70%,0.00%,0.00%,13.50%,21.50%,19.60%,20.70%,0.50%,2.30%,0.00%,3.40%,2.30%,0.00%,16.30%
1037050.0,4.0,3.0,10.0,2.0,4.0,1.0,5.0,1.0,2.0,10.0,3.0,4.0,21150.0,20.0,1326.0,5.0,1057.5,6.27,89.40%,0.00%,10.60%,0.00%,93.60%,4.30%,0.00%,0.00%,0.00%,0.00%,0.00%,2.10%,0.00%,4.30%,93.60%,2.10%,2.10%,0.00%,0.00%,4.30%,0.00%,0.00%,0.00%,0.00%,0.00%,93.60%,0.00%
1037120.0,4.0,1.0,4.0,2.0,2.0,4.0,10.0,3.0,1.0,14.0,3.0,10.0,15875.0,22.0,1835.0,2.2,721.59,11.56,100.00%,0.00%,0.00%,58.00%,0.00%,0.00%,0.00%,0.00%,23.10%,0.00%,0.00%,18.90%,5.70%,94.30%,0.00%,0.00%,76.90%,0.00%,0.00%,0.00%,0.00%,0.00%,23.10%,0.00%,0.00%,0.00%,0.00%
1037190.0,2.0,1.0,4.0,2.0,2.0,1.0,6.0,1.0,1.0,12.0,3.0,12.0,6825.0,18.0,468.0,1.5,379.17,6.86,98.50%,1.50%,0.00%,5.90%,57.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,37.00%,4.40%,20.90%,57.10%,17.60%,23.40%,1.10%,2.20%,2.20%,0.00%,0.00%,0.00%,0.00%,0.00%,57.10%,13.90%
1037220.0,4.0,3.0,17.0,2.0,1.0,4.0,15.0,1.0,1.0,37.0,5.0,33.0,26375.0,34.0,2696.0,1.03,775.74,10.22,80.10%,19.30%,0.60%,13.60%,2.80%,2.60%,0.00%,0.00%,0.00%,0.80%,0.00%,80.20%,19.60%,71.50%,2.80%,6.10%,74.00%,0.00%,3.60%,11.30%,0.00%,4.30%,0.00%,0.60%,0.00%,2.80%,3.40%
1037250.0,3.0,3.0,10.0,2.0,4.0,1.0,4.0,4.0,1.0,7.0,2.0,2.0,16350.0,23.0,949.5,11.5,710.87,5.81,100.00%,0.00%,0.00%,0.00%,98.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,0.00%,1.80%,98.20%,0.00%,0.00%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,98.20%,0.00%
1037290.0,4.0,3.0,10.0,2.0,1.0,4.0,9.0,3.0,1.0,16.0,3.0,12.0,18275.0,31.0,2225.5,2.58,589.52,12.18,90.20%,9.80%,0.00%,41.00%,0.00%,0.00%,0.00%,0.00%,33.70%,0.00%,0.00%,25.30%,6.30%,88.90%,0.00%,4.80%,60.90%,0.00%,0.00%,0.00%,0.00%,0.00%,33.70%,5.50%,0.00%,0.00%,0.00%
1037420.0,4.0,3.0,10.0,2.0,4.0,3.0,5.0,4.0,1.0,17.0,3.0,18.0,30350.0,41.0,2121.5,2.28,740.24,6.99,90.20%,2.90%,6.90%,0.00%,79.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,20.20%,12.20%,4.30%,79.60%,4.00%,7.40%,3.20%,0.00%,2.70%,4.60%,0.70%,0.00%,0.50%,0.00%,79.60%,1.30%
1037630.0,4.0,3.0,6.0,2.0,4.0,5.0,4.0,4.0,1.0,11.0,5.0,24.0,19000.0,28.0,1737.0,1.17,678.57,9.14,100.00%,0.00%,0.00%,3.70%,9.50%,7.10%,0.00%,0.00%,0.00%,2.10%,0.00%,77.60%,13.30%,26.30%,17.00%,43.40%,69.50%,0.00%,2.10%,9.90%,0.00%,1.60%,0.00%,0.00%,0.00%,17.00%,0.00%
1037690.0,3.0,1.0,5.0,2.0,3.0,1.0,5.0,4.0,1.0,10.0,2.0,3.0,24950.0,25.0,1425.0,8.33,998.0,5.71,100.00%,0.00%,0.00%,0.00%,95.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.40%,0.00%,0.00%,99.20%,0.80%,0.80%,3.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.60%,0.00%
1037720.0,4.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,15.0,4.0,17.0,8975.0,25.0,867.5,1.47,359.0,9.67,95.00%,0.00%,5.00%,27.90%,26.70%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,32.90%,12.50%,54.00%,33.40%,0.00%,27.90%,37.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.40%,1.70%
1037850.0,4.0,3.0,10.0,1.0,4.0,5.0,3.0,4.0,1.0,16.0,6.0,23.0,20070.0,63.0,1830.85,2.74,318.57,9.12,94.00%,6.00%,0.00%,1.00%,6.70%,1.10%,7.50%,0.00%,0.00%,19.40%,0.00%,64.30%,18.10%,40.80%,11.70%,29.40%,39.90%,4.40%,37.50%,1.10%,0.00%,0.00%,0.00%,0.00%,0.00%,10.70%,6.50%
1037890.0,4.0,3.0,15.0,1.0,2.0,4.0,8.0,3.0,1.0,7.0,4.0,19.0,19950.0,48.0,1526.0,2.53,415.63,7.65,97.20%,0.00%,2.80%,5.00%,79.70%,0.00%,0.00%,0.00%,0.00%,0.00%,4.50%,10.80%,9.30%,10.50%,79.70%,0.50%,6.90%,9.10%,0.80%,0.60%,0.50%,0.00%,0.00%,2.40%,0.00%,79.70%,0.00%
